county,date,vaccines_started,vaccines_completed
Erie,2021-02-06,83,48
Erie,2021-02-07,63,1
Erie,2021-02-08,156,27
Erie,2021-02-09,179,56
Erie,2021-02-10,156,123
Erie,2021-02-11,160,500
Erie,2021-02-12,386,348
Erie,2021-02-13,134,70
Erie,2021-02-14,20,26
Erie,2021-02-15,58,276
Erie,2021-02-16,86,59
Erie,2021-02-17,125,155
Erie,2021-02-18,252,190
Erie,2021-02-19,64,451
Erie,2021-02-20,29,79
Erie,2021-02-21,10,55
Erie,2021-02-22,32,180
Erie,2021-02-23,66,207
Erie,2021-02-24,674,234
Erie,2021-02-25,396,469
Erie,2021-02-26,282,148
Erie,2021-02-27,707,43
Erie,2021-02-28,579,44
Erie,2021-03-01,86,102
Erie,2021-03-02,148,124
Erie,2021-03-03,343,102
Erie,2021-03-04,999,336
Erie,2021-03-05,509,362
Erie,2021-03-06,149,91
Erie,2021-03-07,22,24
Erie,2021-03-08,0,0
Fairfield,2020-12-14,0,0
Fairfield,2020-12-15,18,0
Fairfield,2020-12-16,15,0
Fairfield,2020-12-17,24,0
Fairfield,2020-12-18,23,0
Fairfield,2020-12-19,1,0
Fairfield,2020-12-20,0,0
Fairfield,2020-12-21,16,0
Fairfield,2020-12-22,89,0
Fairfield,2020-12-23,230,0
Fairfield,2020-12-24,120,0
Fairfield,2020-12-25,3,0
Fairfield,2020-12-26,51,0
Fairfield,2020-12-27,51,0
Fairfield,2020-12-28,272,0
Fairfield,2020-12-29,302,0
Fairfield,2020-12-30,302,0
Fairfield,2020-12-31,341,1
Fairfield,2021-01-01,4,0
Fairfield,2021-01-02,53,0
Fairfield,2021-01-03,49,0
Fairfield,2021-01-04,312,2
Fairfield,2021-01-05,355,23
Fairfield,2021-01-06,425,13
Fairfield,2021-01-07,441,18
Fairfield,2021-01-08,475,21
Fairfield,2021-01-09,67,0
Fairfield,2021-01-10,261,2
Fairfield,2021-01-11,303,15
Fairfield,2021-01-12,375,44
Fairfield,2021-01-13,240,21
Fairfield,2021-01-14,295,10
Fairfield,2021-01-15,383,29
Fairfield,2021-01-16,77,4
Fairfield,2021-01-17,25,3
Fairfield,2021-01-18,14,18
Fairfield,2021-01-19,197,116
Fairfield,2021-01-20,246,125
Fairfield,2021-01-21,593,143
Fairfield,2021-01-22,597,169
Fairfield,2021-01-23,230,14
Fairfield,2021-01-24,121,32
Fairfield,2021-01-25,268,231
Fairfield,2021-01-26,334,356
Fairfield,2021-01-27,496,367
Fairfield,2021-01-28,709,292
Fairfield,2021-01-29,692,289
Fairfield,2021-01-30,216,24
Fairfield,2021-01-31,114,90
Fairfield,2021-02-01,303,301
Fairfield,2021-02-02,436,471
Fairfield,2021-02-03,551,245
Fairfield,2021-02-04,743,275
Fairfield,2021-02-05,631,406
Fairfield,2021-02-06,311,92
Fairfield,2021-02-07,87,48
Fairfield,2021-02-08,232,149
Fairfield,2021-02-09,377,405
Fairfield,2021-02-10,415,285
Fairfield,2021-02-11,639,418
Fairfield,2021-02-12,460,306
Fairfield,2021-02-13,149,150
Fairfield,2021-02-14,72,86
Fairfield,2021-02-15,263,178
Fairfield,2021-02-16,158,102
Fairfield,2021-02-17,327,551
Fairfield,2021-02-18,360,515
Fairfield,2021-02-19,151,633
Fairfield,2021-02-20,157,269
Fairfield,2021-02-21,18,83
Fairfield,2021-02-22,131,237
Fairfield,2021-02-23,339,639
Fairfield,2021-02-24,598,616
Fairfield,2021-02-25,1480,539
Fairfield,2021-02-26,443,652
Fairfield,2021-02-27,264,321
Fairfield,2021-02-28,62,93
Fairfield,2021-03-01,411,262
Fairfield,2021-03-02,490,578
Fairfield,2021-03-03,872,263
Fairfield,2021-03-04,927,514
Fairfield,2021-03-05,649,543
Fairfield,2021-03-06,375,161
Fairfield,2021-03-07,45,19
Fairfield,2021-03-08,0,0
Fayette,2020-12-14,0,0
Fayette,2020-12-15,0,0
Fayette,2020-12-16,2,0
Fayette,2020-12-17,1,0
Fayette,2020-12-18,1,0
Fayette,2020-12-19,0,0
Fayette,2020-12-20,0,0
Fayette,2020-12-21,2,0
Fayette,2020-12-22,4,0
Fayette,2020-12-23,72,0
Fayette,2020-12-24,11,0
Fayette,2020-12-25,0,0
Fayette,2020-12-26,9,0
Fayette,2020-12-27,55,0
Fayette,2020-12-28,30,0
Fayette,2020-12-29,51,0
Fayette,2020-12-30,40,0
Fayette,2020-12-31,15,0
Fayette,2021-01-01,0,1
Fayette,2021-01-02,0,0
Fayette,2021-01-03,0,0
Fayette,2021-01-04,14,0
Fayette,2021-01-05,48,1
Fayette,2021-01-06,157,3
Fayette,2021-01-07,22,0
Fayette,2021-01-08,61,1
Fayette,2021-01-09,37,0
Fayette,2021-01-10,3,0
Fayette,2021-01-11,47,4
Fayette,2021-01-12,139,2
Fayette,2021-01-13,22,46
Fayette,2021-01-14,17,3
Fayette,2021-01-15,42,0
Fayette,2021-01-16,4,7
Fayette,2021-01-17,8,28
Fayette,2021-01-18,4,2
Fayette,2021-01-19,8,1
Fayette,2021-01-20,203,8
Fayette,2021-01-21,87,13
Fayette,2021-01-22,31,10
Fayette,2021-01-23,11,0
Fayette,2021-01-24,0,0
Fayette,2021-01-25,19,33
Fayette,2021-01-26,73,12
Fayette,2021-01-27,258,37
Fayette,2021-01-28,89,29
Fayette,2021-01-29,39,33
Fayette,2021-01-30,32,28
Fayette,2021-01-31,15,0
Fayette,2021-02-01,53,150
Fayette,2021-02-02,60,94
Fayette,2021-02-03,263,28
Fayette,2021-02-04,74,52
Fayette,2021-02-05,37,55
Fayette,2021-02-06,18,2
Fayette,2021-02-07,11,8
Fayette,2021-02-08,15,39
Fayette,2021-02-09,48,117
Fayette,2021-02-10,211,27
Fayette,2021-02-11,86,45
Fayette,2021-02-12,363,24
Fayette,2021-02-13,5,5
Fayette,2021-02-14,2,1
Fayette,2021-02-15,17,4
Fayette,2021-02-16,9,2
Fayette,2021-02-17,93,189
Fayette,2021-02-18,69,90
Fayette,2021-02-19,184,33
Fayette,2021-02-20,5,41
Fayette,2021-02-21,2,5
Fayette,2021-02-22,8,57
Fayette,2021-02-23,7,148
Fayette,2021-02-24,338,87
Fayette,2021-02-25,87,142
Fayette,2021-02-26,49,42
Fayette,2021-02-27,22,13
Fayette,2021-02-28,1,11
Fayette,2021-03-01,10,21
Fayette,2021-03-02,8,27
Fayette,2021-03-03,267,149
Fayette,2021-03-04,200,176
Fayette,2021-03-05,15,42
Fayette,2021-03-06,12,36
Fayette,2021-03-07,0,1
Fayette,2021-03-08,0,0
Franklin,2020-12-14,19,0
Franklin,2020-12-15,161,0
Franklin,2020-12-16,264,0
Franklin,2020-12-17,251,0
Franklin,2020-12-18,479,0
Franklin,2020-12-19,14,0
Franklin,2020-12-20,12,0
Franklin,2020-12-21,681,0
Franklin,2020-12-22,598,0
Franklin,2020-12-23,2498,0
Franklin,2020-12-24,1284,0
Franklin,2020-12-25,16,0
Franklin,2020-12-26,633,0
Franklin,2020-12-27,525,0
Franklin,2020-12-28,2253,0
Franklin,2020-12-29,2562,0
Franklin,2020-12-30,3261,0
Franklin,2020-12-31,2195,16
Franklin,2021-01-01,62,4
Franklin,2021-01-02,1056,0
Franklin,2021-01-03,188,7
Franklin,2021-01-04,3574,8
Franklin,2021-01-05,2379,188
Franklin,2021-01-06,3126,257
Franklin,2021-01-07,3836,164
Franklin,2021-01-08,3500,454
Franklin,2021-01-09,1531,22
Franklin,2021-01-10,965,8
Franklin,2021-01-11,2634,501
Franklin,2021-01-12,3253,423
Franklin,2021-01-13,2436,490
Franklin,2021-01-14,3425,294
Franklin,2021-01-15,3668,91
Franklin,2021-01-16,1259,212
Franklin,2021-01-17,541,215
Franklin,2021-01-18,632,456
Franklin,2021-01-19,2396,1062
Franklin,2021-01-20,3048,1967
Franklin,2021-01-21,4365,1023
Franklin,2021-01-22,4539,635
Franklin,2021-01-23,3192,308
Franklin,2021-01-24,683,34
Franklin,2021-01-25,3428,2066
Franklin,2021-01-26,3811,1985
Franklin,2021-01-27,2928,2409
Franklin,2021-01-28,3442,2860
Franklin,2021-01-29,3377,2674
Franklin,2021-01-30,2203,628
Franklin,2021-01-31,764,527
Franklin,2021-02-01,2236,2871
Franklin,2021-02-02,3683,2202
Franklin,2021-02-03,5814,2348
Franklin,2021-02-04,6903,3264
Franklin,2021-02-05,6593,3559
Franklin,2021-02-06,4782,1458
Franklin,2021-02-07,1928,966
Franklin,2021-02-08,2196,2319
Franklin,2021-02-09,2735,4004
Franklin,2021-02-10,3563,2772
Franklin,2021-02-11,2536,4559
Franklin,2021-02-12,3413,3556
Franklin,2021-02-13,1333,2713
Franklin,2021-02-14,392,235
Franklin,2021-02-15,1900,2174
Franklin,2021-02-16,1800,1022
Franklin,2021-02-17,2239,3695
Franklin,2021-02-18,1928,4404
Franklin,2021-02-19,2579,4440
Franklin,2021-02-20,891,2840
Franklin,2021-02-21,121,599
Franklin,2021-02-22,2060,2782
Franklin,2021-02-23,2896,5821
Franklin,2021-02-24,3439,5726
Franklin,2021-02-25,4235,5520
Franklin,2021-02-26,3941,6032
Franklin,2021-02-27,1082,3777
Franklin,2021-02-28,531,596
Franklin,2021-03-01,3141,2125
Franklin,2021-03-02,4536,2553
Franklin,2021-03-03,3140,2974
Franklin,2021-03-04,5303,3715
Franklin,2021-03-05,5906,4264
Franklin,2021-03-06,1823,1955
Franklin,2021-03-07,483,310
Franklin,2021-03-08,0,0
Fulton,2020-12-14,0,0
Fulton,2020-12-15,1,0
Fulton,2020-12-16,2,0
Fulton,2020-12-17,9,0
Fulton,2020-12-18,7,0
Fulton,2020-12-19,0,0
Fulton,2020-12-20,0,0
Fulton,2020-12-21,139,0
Fulton,2020-12-22,7,0
Fulton,2020-12-23,48,0
Fulton,2020-12-24,22,0
Fulton,2020-12-25,3,0
Fulton,2020-12-26,13,0
Fulton,2020-12-27,6,0
Fulton,2020-12-28,47,0
Fulton,2020-12-29,139,0
Fulton,2020-12-30,93,0
Fulton,2020-12-31,34,0
Fulton,2021-01-01,1,0
Fulton,2021-01-02,7,0
Fulton,2021-01-03,20,0
Fulton,2021-01-04,61,0
Fulton,2021-01-05,139,1
Fulton,2021-01-06,118,2
Fulton,2021-01-07,53,10
Fulton,2021-01-08,31,7
Fulton,2021-01-09,13,0
Fulton,2021-01-10,0,0
Fulton,2021-01-11,74,132
Fulton,2021-01-12,39,3
Fulton,2021-01-13,52,10
Fulton,2021-01-14,119,0
Fulton,2021-01-15,68,0
Fulton,2021-01-16,21,1
Fulton,2021-01-17,9,6
Fulton,2021-01-18,33,0
Fulton,2021-01-19,91,85
Fulton,2021-01-20,43,43
Fulton,2021-01-21,282,15
Fulton,2021-01-22,261,4
Fulton,2021-01-23,327,13
Fulton,2021-01-24,5,6
Fulton,2021-01-25,18,51
Fulton,2021-01-26,53,112
Fulton,2021-01-27,15,78
Fulton,2021-01-28,373,43
Fulton,2021-01-29,67,8
Fulton,2021-01-30,8,5
Fulton,2021-01-31,4,14
Fulton,2021-02-01,19,76
Fulton,2021-02-02,27,96
Fulton,2021-02-03,25,96
Fulton,2021-02-04,347,53
Fulton,2021-02-05,34,28
Fulton,2021-02-06,8,22
Fulton,2021-02-07,3,8
Fulton,2021-02-08,46,59
Fulton,2021-02-09,40,98
Fulton,2021-02-10,25,58
Fulton,2021-02-11,216,384
Fulton,2021-02-12,161,270
Fulton,2021-02-13,95,14
Fulton,2021-02-14,4,1
Fulton,2021-02-15,9,12
Fulton,2021-02-16,21,8
Fulton,2021-02-17,77,29
Fulton,2021-02-18,19,20
Fulton,2021-02-19,42,289
Fulton,2021-02-20,9,307
Fulton,2021-02-21,1,4
Fulton,2021-02-22,46,15
Fulton,2021-02-23,23,39
Fulton,2021-02-24,428,19
Fulton,2021-02-25,195,370
Fulton,2021-02-26,180,100
Fulton,2021-02-27,601,23
Fulton,2021-02-28,19,3
Fulton,2021-03-01,20,26
Fulton,2021-03-02,489,31
Fulton,2021-03-03,99,23
Fulton,2021-03-04,509,146
Fulton,2021-03-05,425,91
Fulton,2021-03-06,394,386
Fulton,2021-03-07,0,3
Fulton,2021-03-08,0,0
Gallia,2020-12-14,0,0
Gallia,2020-12-15,1,0
Gallia,2020-12-16,0,0
Gallia,2020-12-17,0,0
Gallia,2020-12-18,1,0
Gallia,2020-12-19,0,0
Gallia,2020-12-20,0,0
Gallia,2020-12-21,1,0
Gallia,2020-12-22,174,0
Gallia,2020-12-23,145,0
Gallia,2020-12-24,3,0
Gallia,2020-12-25,0,0
Gallia,2020-12-26,18,0
Gallia,2020-12-27,3,0
Gallia,2020-12-28,70,0
Gallia,2020-12-29,73,0
Gallia,2020-12-30,67,0
Gallia,2020-12-31,24,0
Gallia,2021-01-01,1,0
Gallia,2021-01-02,5,0
Gallia,2021-01-03,2,0
Gallia,2021-01-04,37,0
Gallia,2021-01-05,18,1
Gallia,2021-01-06,61,0
Gallia,2021-01-07,37,1
Gallia,2021-01-08,165,2
Gallia,2021-01-09,3,1
Gallia,2021-01-10,1,0
Gallia,2021-01-11,72,0
Gallia,2021-01-12,36,2
Gallia,2021-01-13,26,1
Gallia,2021-01-14,106,0
Gallia,2021-01-15,170,102
Gallia,2021-01-16,4,1
Gallia,2021-01-17,1,1
Gallia,2021-01-18,67,72
Gallia,2021-01-19,217,52
Gallia,2021-01-20,148,39
Gallia,2021-01-21,147,27
Gallia,2021-01-22,170,60
Gallia,2021-01-23,10,3
Gallia,2021-01-24,0,3
Gallia,2021-01-25,100,21
Gallia,2021-01-26,148,29
Gallia,2021-01-27,103,56
Gallia,2021-01-28,84,71
Gallia,2021-01-29,19,127
Gallia,2021-01-30,1,4
Gallia,2021-01-31,2,1
Gallia,2021-02-01,74,66
Gallia,2021-02-02,18,4
Gallia,2021-02-03,140,74
Gallia,2021-02-04,83,45
Gallia,2021-02-05,193,14
Gallia,2021-02-06,1,3
Gallia,2021-02-07,0,2
Gallia,2021-02-08,6,30
Gallia,2021-02-09,65,64
Gallia,2021-02-10,176,52
Gallia,2021-02-11,152,116
Gallia,2021-02-12,246,125
Gallia,2021-02-13,7,2
Gallia,2021-02-14,0,2
Gallia,2021-02-15,10,20
Gallia,2021-02-16,44,82
Gallia,2021-02-17,16,152
Gallia,2021-02-18,10,90
Gallia,2021-02-19,10,182
Gallia,2021-02-20,10,0
Gallia,2021-02-21,0,0
Gallia,2021-02-22,151,115
Gallia,2021-02-23,45,154
Gallia,2021-02-24,156,156
Gallia,2021-02-25,156,170
Gallia,2021-02-26,172,64
Gallia,2021-02-27,3,3
Gallia,2021-02-28,1,2
Gallia,2021-03-01,84,53
Gallia,2021-03-02,99,20
Gallia,2021-03-03,172,102
Gallia,2021-03-04,126,123
Gallia,2021-03-05,45,171
Gallia,2021-03-06,4,0
Gallia,2021-03-07,0,0
Gallia,2021-03-08,0,0
Geauga,2020-12-14,0,0
Geauga,2020-12-15,0,0
Geauga,2020-12-16,13,0
Geauga,2020-12-17,5,0
Geauga,2020-12-18,83,0
Geauga,2020-12-19,0,0
Geauga,2020-12-20,0,0
Geauga,2020-12-21,159,0
Geauga,2020-12-22,18,0
Geauga,2020-12-23,49,0
Geauga,2020-12-24,60,0
Geauga,2020-12-25,3,0
Geauga,2020-12-26,57,0
Geauga,2020-12-27,21,0
Geauga,2020-12-28,298,0
Geauga,2020-12-29,371,0
Geauga,2020-12-30,290,0
Geauga,2020-12-31,123,0
Geauga,2021-01-01,9,0
Geauga,2021-01-02,48,0
Geauga,2021-01-03,12,0
Geauga,2021-01-04,353,0
Geauga,2021-01-05,307,8
Geauga,2021-01-06,257,7
Geauga,2021-01-07,205,4
Geauga,2021-01-08,241,65
Geauga,2021-01-09,142,3
Geauga,2021-01-10,5,0
Geauga,2021-01-11,116,114
Geauga,2021-01-12,170,22
Geauga,2021-01-13,421,23
Geauga,2021-01-14,278,8
Geauga,2021-01-15,107,13
Geauga,2021-01-16,88,26
Geauga,2021-01-17,7,6
Geauga,2021-01-18,153,108
Geauga,2021-01-19,127,125
Geauga,2021-01-20,360,97
Geauga,2021-01-21,235,42
Geauga,2021-01-22,352,30
Geauga,2021-01-23,305,10
Geauga,2021-01-24,85,7
Geauga,2021-01-25,148,143
Geauga,2021-01-26,228,416
Geauga,2021-01-27,202,307
Geauga,2021-01-28,335,153
Geauga,2021-01-29,470,177
Geauga,2021-01-30,257,69
Geauga,2021-01-31,107,6
Geauga,2021-02-01,169,183
Geauga,2021-02-02,228,161
Geauga,2021-02-03,322,543
Geauga,2021-02-04,288,228
Geauga,2021-02-05,395,232
Geauga,2021-02-06,210,70
Geauga,2021-02-07,73,30
Geauga,2021-02-08,173,86
Geauga,2021-02-09,247,138
Geauga,2021-02-10,221,206
Geauga,2021-02-11,278,120
Geauga,2021-02-12,624,171
Geauga,2021-02-13,246,64
Geauga,2021-02-14,88,18
Geauga,2021-02-15,152,194
Geauga,2021-02-16,246,141
Geauga,2021-02-17,265,348
Geauga,2021-02-18,245,264
Geauga,2021-02-19,205,494
Geauga,2021-02-20,91,410
Geauga,2021-02-21,121,117
Geauga,2021-02-22,101,146
Geauga,2021-02-23,308,247
Geauga,2021-02-24,576,299
Geauga,2021-02-25,444,337
Geauga,2021-02-26,693,258
Geauga,2021-02-27,365,108
Geauga,2021-02-28,149,68
Geauga,2021-03-01,265,232
Geauga,2021-03-02,633,227
Geauga,2021-03-03,628,181
Geauga,2021-03-04,373,263
Geauga,2021-03-05,421,441
Geauga,2021-03-06,275,264
Geauga,2021-03-07,98,70
Geauga,2021-03-08,0,0
Greene,2020-12-14,0,0
Greene,2020-12-15,12,0
Greene,2020-12-16,13,0
Greene,2020-12-17,22,0
Greene,2020-12-18,10,0
Greene,2020-12-19,3,0
Greene,2020-12-20,1,0
Greene,2020-12-21,156,0
Greene,2020-12-22,103,0
Greene,2020-12-23,367,0
Greene,2020-12-24,161,0
Greene,2020-12-25,2,0
Greene,2020-12-26,63,0
Greene,2020-12-27,16,0
Greene,2020-12-28,507,0
Greene,2020-12-29,260,0
Greene,2020-12-30,570,0
Greene,2020-12-31,310,0
Greene,2021-01-01,12,0
Greene,2021-01-02,34,0
Greene,2021-01-03,11,0
Greene,2021-01-04,238,1
Greene,2021-01-05,397,13
Greene,2021-01-06,425,15
Greene,2021-01-07,474,16
Greene,2021-01-08,347,15
Greene,2021-01-09,137,3
Greene,2021-01-10,80,0
Greene,2021-01-11,302,132
Greene,2021-01-12,318,24
Greene,2021-01-13,422,86
Greene,2021-01-14,506,9
Greene,2021-01-15,235,1
Greene,2021-01-16,192,12
Greene,2021-01-17,98,11
Greene,2021-01-18,143,17
Greene,2021-01-19,219,43
Greene,2021-01-20,368,231
Greene,2021-01-21,988,315
Greene,2021-01-22,744,27
Greene,2021-01-23,513,21
Greene,2021-01-24,197,11
Greene,2021-01-25,211,190
Greene,2021-01-26,627,458
Greene,2021-01-27,1109,364
Greene,2021-01-28,459,541
Greene,2021-01-29,511,166
Greene,2021-01-30,420,199
Greene,2021-01-31,187,2
Greene,2021-02-01,329,301
Greene,2021-02-02,451,293
Greene,2021-02-03,852,489
Greene,2021-02-04,675,374
Greene,2021-02-05,576,208
Greene,2021-02-06,583,141
Greene,2021-02-07,165,106
Greene,2021-02-08,335,281
Greene,2021-02-09,496,301
Greene,2021-02-10,926,386
Greene,2021-02-11,586,1284
Greene,2021-02-12,573,381
Greene,2021-02-13,433,167
Greene,2021-02-14,61,101
Greene,2021-02-15,119,33
Greene,2021-02-16,188,232
Greene,2021-02-17,748,402
Greene,2021-02-18,1182,1106
Greene,2021-02-19,622,589
Greene,2021-02-20,186,659
Greene,2021-02-21,187,514
Greene,2021-02-22,117,477
Greene,2021-02-23,192,668
Greene,2021-02-24,878,616
Greene,2021-02-25,785,948
Greene,2021-02-26,628,547
Greene,2021-02-27,503,489
Greene,2021-02-28,113,139
Greene,2021-03-01,352,288
Greene,2021-03-02,366,318
Greene,2021-03-03,682,157
Greene,2021-03-04,767,321
Greene,2021-03-05,495,526
Greene,2021-03-06,574,404
Greene,2021-03-07,43,47
Greene,2021-03-08,0,0
Guernsey,2020-12-14,0,0
Guernsey,2020-12-15,2,0
Guernsey,2020-12-16,10,0
Guernsey,2020-12-17,10,0
Guernsey,2020-12-18,13,0
Guernsey,2020-12-19,0,0
Guernsey,2020-12-20,0,0
Guernsey,2020-12-21,7,0
Guernsey,2020-12-22,16,0
Guernsey,2020-12-23,20,0
Guernsey,2020-12-24,6,0
Guernsey,2020-12-25,0,0
Guernsey,2020-12-26,7,0
Guernsey,2020-12-27,3,0
Guernsey,2020-12-28,65,0
Guernsey,2020-12-29,27,0
Guernsey,2020-12-30,110,0
Guernsey,2020-12-31,48,0
Guernsey,2021-01-01,0,0
Guernsey,2021-01-02,0,0
Guernsey,2021-01-03,58,0
Guernsey,2021-01-04,84,4
Guernsey,2021-01-05,100,7
Guernsey,2021-01-06,149,7
Guernsey,2021-01-07,62,6
Guernsey,2021-01-08,173,12
Guernsey,2021-01-09,4,0
Guernsey,2021-01-10,1,0
Guernsey,2021-01-11,33,5
Guernsey,2021-01-12,8,12
Guernsey,2021-01-13,84,4
Guernsey,2021-01-14,65,2
Guernsey,2021-01-15,58,2
Guernsey,2021-01-16,9,0
Guernsey,2021-01-17,1,0
Guernsey,2021-01-18,4,13
Guernsey,2021-01-19,25,16
Guernsey,2021-01-20,231,15
Guernsey,2021-01-21,134,16
Guernsey,2021-01-22,70,5
Guernsey,2021-01-23,196,0
Guernsey,2021-01-24,0,2
Guernsey,2021-01-25,181,84
Guernsey,2021-01-26,18,57
Guernsey,2021-01-27,158,39
Guernsey,2021-01-28,79,143
Guernsey,2021-01-29,185,108
Guernsey,2021-01-30,197,5
Guernsey,2021-01-31,1,0
Guernsey,2021-02-01,38,42
Guernsey,2021-02-02,2,32
Guernsey,2021-02-03,180,104
Guernsey,2021-02-04,120,88
Guernsey,2021-02-05,124,74
Guernsey,2021-02-06,315,6
Guernsey,2021-02-07,2,5
Guernsey,2021-02-08,67,27
Guernsey,2021-02-09,4,8
Guernsey,2021-02-10,153,49
Guernsey,2021-02-11,40,87
Guernsey,2021-02-12,110,137
Guernsey,2021-02-13,361,8
Guernsey,2021-02-14,1,0
Guernsey,2021-02-15,3,164
Guernsey,2021-02-16,4,14
Guernsey,2021-02-17,30,296
Guernsey,2021-02-18,150,35
Guernsey,2021-02-19,19,166
Guernsey,2021-02-20,18,189
Guernsey,2021-02-21,0,2
Guernsey,2021-02-22,47,31
Guernsey,2021-02-23,254,23
Guernsey,2021-02-24,186,128
Guernsey,2021-02-25,591,125
Guernsey,2021-02-26,77,173
Guernsey,2021-02-27,30,320
Guernsey,2021-02-28,9,0
Guernsey,2021-03-01,57,92
Guernsey,2021-03-02,123,6
Guernsey,2021-03-03,279,133
Guernsey,2021-03-04,372,77
Guernsey,2021-03-05,355,139
Guernsey,2021-03-06,26,11
Guernsey,2021-03-07,3,1
Guernsey,2021-03-08,0,0
Hamilton,2020-12-14,8,0
Hamilton,2020-12-15,142,0
Hamilton,2020-12-16,129,0
Hamilton,2020-12-17,175,0
Hamilton,2020-12-18,156,0
Hamilton,2020-12-19,1,0
Hamilton,2020-12-20,1,0
Hamilton,2020-12-21,553,0
Hamilton,2020-12-22,1017,0
Hamilton,2020-12-23,1510,0
Hamilton,2020-12-24,1322,0
Hamilton,2020-12-25,85,0
Hamilton,2020-12-26,514,0
Hamilton,2020-12-27,268,0
Hamilton,2020-12-28,1940,0
Hamilton,2020-12-29,2344,0
Hamilton,2020-12-30,2402,0
Hamilton,2020-12-31,1299,0
Hamilton,2021-01-01,27,0
Hamilton,2021-01-02,301,1
Hamilton,2021-01-03,91,1
Hamilton,2021-01-04,1442,18
Hamilton,2021-01-05,1480,134
Hamilton,2021-01-06,2137,130
Hamilton,2021-01-07,1985,173
Hamilton,2021-01-08,1565,152
Hamilton,2021-01-09,692,2
Hamilton,2021-01-10,33,1
Hamilton,2021-01-11,1754,480
Hamilton,2021-01-12,1738,730
Hamilton,2021-01-13,2243,186
Hamilton,2021-01-14,2156,75
Hamilton,2021-01-15,2172,45
Hamilton,2021-01-16,858,29
Hamilton,2021-01-17,418,12
Hamilton,2021-01-18,665,230
Hamilton,2021-01-19,1508,534
Hamilton,2021-01-20,2081,1371
Hamilton,2021-01-21,3218,1120
Hamilton,2021-01-22,3440,281
Hamilton,2021-01-23,2294,589
Hamilton,2021-01-24,867,191
Hamilton,2021-01-25,1384,1715
Hamilton,2021-01-26,1758,2340
Hamilton,2021-01-27,2737,2085
Hamilton,2021-01-28,4061,1779
Hamilton,2021-01-29,3518,844
Hamilton,2021-01-30,3542,166
Hamilton,2021-01-31,1315,48
Hamilton,2021-02-01,2474,1070
Hamilton,2021-02-02,2658,1112
Hamilton,2021-02-03,2087,1666
Hamilton,2021-02-04,3183,1846
Hamilton,2021-02-05,2684,2487
Hamilton,2021-02-06,1885,1040
Hamilton,2021-02-07,435,278
Hamilton,2021-02-08,1428,1448
Hamilton,2021-02-09,1428,1664
Hamilton,2021-02-10,3521,2521
Hamilton,2021-02-11,4297,3017
Hamilton,2021-02-12,4098,2379
Hamilton,2021-02-13,3279,1163
Hamilton,2021-02-14,777,551
Hamilton,2021-02-15,787,435
Hamilton,2021-02-16,723,941
Hamilton,2021-02-17,1649,3086
Hamilton,2021-02-18,1847,3044
Hamilton,2021-02-19,1887,3794
Hamilton,2021-02-20,1638,4372
Hamilton,2021-02-21,346,862
Hamilton,2021-02-22,914,3115
Hamilton,2021-02-23,2034,1951
Hamilton,2021-02-24,2674,1629
Hamilton,2021-02-25,2851,2791
Hamilton,2021-02-26,2711,2730
Hamilton,2021-02-27,2001,2681
Hamilton,2021-02-28,622,795
Hamilton,2021-03-01,1391,1661
Hamilton,2021-03-02,1939,2371
Hamilton,2021-03-03,3548,2716
Hamilton,2021-03-04,3201,3836
Hamilton,2021-03-05,2654,3972
Hamilton,2021-03-06,3865,3046
Hamilton,2021-03-07,1295,573
Hamilton,2021-03-08,0,0
Hancock,2020-12-14,0,0
Hancock,2020-12-15,1,0
Hancock,2020-12-16,0,0
Hancock,2020-12-17,4,0
Hancock,2020-12-18,4,0
Hancock,2020-12-19,0,0
Hancock,2020-12-20,0,0
Hancock,2020-12-21,2,0
Hancock,2020-12-22,9,0
Hancock,2020-12-23,75,0
Hancock,2020-12-24,227,0
Hancock,2020-12-25,0,0
Hancock,2020-12-26,3,0
Hancock,2020-12-27,6,0
Hancock,2020-12-28,94,0
Hancock,2020-12-29,103,0
Hancock,2020-12-30,267,0
Hancock,2020-12-31,50,0
Hancock,2021-01-01,7,0
Hancock,2021-01-02,114,0
Hancock,2021-01-03,1,0
Hancock,2021-01-04,78,0
Hancock,2021-01-05,21,1
Hancock,2021-01-06,180,0
Hancock,2021-01-07,50,4
Hancock,2021-01-08,226,4
Hancock,2021-01-09,5,0
Hancock,2021-01-10,5,0
Hancock,2021-01-11,114,3
Hancock,2021-01-12,93,1
Hancock,2021-01-13,143,10
Hancock,2021-01-14,298,122
Hancock,2021-01-15,221,32
Hancock,2021-01-16,9,0
Hancock,2021-01-17,4,2
Hancock,2021-01-18,15,12
Hancock,2021-01-19,128,72
Hancock,2021-01-20,135,20
Hancock,2021-01-21,515,24
Hancock,2021-01-22,592,21
Hancock,2021-01-23,102,110
Hancock,2021-01-24,47,2
Hancock,2021-01-25,144,26
Hancock,2021-01-26,94,34
Hancock,2021-01-27,177,102
Hancock,2021-01-28,517,145
Hancock,2021-01-29,430,94
Hancock,2021-01-30,69,5
Hancock,2021-01-31,30,5
Hancock,2021-02-01,66,192
Hancock,2021-02-02,206,137
Hancock,2021-02-03,179,64
Hancock,2021-02-04,540,86
Hancock,2021-02-05,145,194
Hancock,2021-02-06,80,11
Hancock,2021-02-07,25,2
Hancock,2021-02-08,116,38
